Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,"C$ 1,055",4/20/2025,14,4/6/2025
"American Airlines, Aer Lingus • Operated by Emerald Airlines, Aer Lingus",YYZ,MAN,10h 15m,1 stop,"C$ 1,211",4/20/2025,14,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,11h 10m,1 stop,"C$ 1,290",4/20/2025,14,4/6/2025
Lufthansa,YYZ,MAN,11h 10m,1 stop,"C$ 1,295",4/20/2025,14,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 45m,1 stop,"C$ 1,293",4/20/2025,14,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,11h 30m,1 stop,"C$ 1,107",4/21/2025,15,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 836,4/21/2025,15,4/6/2025
Multiple Airlines,YYZ,MAN,58h 00m,3 stops,C$ 598,4/21/2025,15,4/6/2025
"WestJet, Ryanair",YYZ,MAN,11h 00m,1 stop,C$ 774,4/21/2025,15,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,C$ 849,4/21/2025,15,4/6/2025
"Air Transat, Jet2",YYZ,MAN,13h 45m,1 stop,C$ 742,4/21/2025,15,4/6/2025
"WestJet, Aer Lingus",YYZ,MAN,10h 50m,1 stop,C$ 798,4/21/2025,15,4/6/2025
"Air Transat, Ryanair",YYZ,MAN,13h 05m,1 stop,C$ 776,4/21/2025,15,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,11h 20m,1 stop,"C$ 1,008",4/21/2025,15,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,"C$ 1,072",4/21/2025,15,4/6/2025
"WestJet, Ryanair",YYZ,MAN,12h 45m,1 stop,C$ 768,4/21/2025,15,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,053",4/21/2025,15,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,130",4/21/2025,15,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,134",4/21/2025,15,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/21/2025,15,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/21/2025,15,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,C$ 934,4/21/2025,15,4/6/2025
Air Canada • Operated by Brussels Airlines,YYZ,MAN,10h 50m,1 stop,"C$ 1,084",4/22/2025,16,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,041",4/22/2025,16,4/6/2025
Multiple Airlines,YYZ,MAN,17h 50m,3 stops,C$ 790,4/22/2025,16,4/6/2025
Scandinavian Airlines • Operated by Jettime A/S,YYZ,MAN,11h 20m,1 stop,"C$ 1,008",4/22/2025,16,4/6/2025
British Airways,YYZ,MAN,9h 55m,1 stop,"C$ 1,039",4/22/2025,16,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,9h 55m,1 stop,"C$ 1,044",4/22/2025,16,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,053",4/22/2025,16,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 15m,1 stop,"C$ 1,041",4/22/2025,16,4/6/2025
British Airways,YYZ,MAN,10h 40m,1 stop,"C$ 1,039",4/22/2025,16,4/6/2025
"Aer Lingus, Ryanair",YYZ,MAN,9h 05m,1 stop,"C$ 1,058",4/22/2025,16,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,130",4/22/2025,16,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/22/2025,16,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/22/2025,16,4/6/2025
Air Canada • Operated by Brussels Airlines,YYZ,MAN,10h 50m,1 stop,"C$ 1,084",4/22/2025,16,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,134",4/22/2025,16,4/6/2025
Brussels Airlines • Operated by Air Canada,YYZ,MAN,10h 50m,1 stop,"C$ 1,089",4/22/2025,16,4/6/2025
British Airways,YYZ,MAN,12h 00m,1 stop,"C$ 1,039",4/22/2025,16,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,078",4/23/2025,17,4/6/2025
"Icelandair, easyJet",YYZ,MAN,10h 45m,1 stop,C$ 830,4/23/2025,17,4/6/2025
Royal Air Maroc,YYZ,MAN,13h 45m,1 stop,C$ 954,4/23/2025,17,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,021",4/23/2025,17,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,"C$ 1,021",4/23/2025,17,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,11h 20m,1 stop,"C$ 1,018",4/23/2025,17,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,10h 10m,1 stop,"C$ 1,044",4/23/2025,17,4/6/2025
British Airways,YYZ,MAN,10h 10m,1 stop,"C$ 1,044",4/23/2025,17,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,134",4/23/2025,17,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,135",4/23/2025,17,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,083",4/23/2025,17,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,078",4/23/2025,17,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,10h 55m,1 stop,"C$ 1,112",4/23/2025,17,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,10h 55m,1 stop,"C$ 1,107",4/23/2025,17,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 45m,1 stop,"C$ 1,122",4/23/2025,17,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,"C$ 1,021",4/23/2025,17,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,150",4/24/2025,18,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,104",4/24/2025,18,4/6/2025
"Condor, Lufthansa",YYZ,MAN,21h 50m,1 stop,C$ 760,4/24/2025,18,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/24/2025,18,4/6/2025
British Airways,YYZ,MAN,10h 40m,1 stop,"C$ 1,121",4/24/2025,18,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,150",4/24/2025,18,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,211",4/24/2025,18,4/6/2025
SWISS • Operated by Helvetic Airways,YYZ,MAN,10h 30m,1 stop,"C$ 1,155",4/24/2025,18,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,11h 20m,1 stop,"C$ 1,134",4/24/2025,18,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,188",4/24/2025,18,4/6/2025
Air Canada • Operated by Brussels Airlines,YYZ,MAN,10h 50m,1 stop,"C$ 1,161",4/24/2025,18,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,155",4/24/2025,18,4/6/2025
Brussels Airlines • Operated by Air Canada,YYZ,MAN,10h 50m,1 stop,"C$ 1,166",4/24/2025,18,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,"C$ 1,200",4/24/2025,18,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,160",4/24/2025,18,4/6/2025
"American Airlines, Aer Lingus • Operated by Emerald Airlines, Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,211",4/24/2025,18,4/6/2025
British Airways,YYZ,MAN,12h 30m,1 stop,"C$ 1,121",4/24/2025,18,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/25/2025,19,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/25/2025,19,4/6/2025
"Air Transat, easyJet",YYZ,MAN,12h 10m,1 stop,"C$ 1,019",4/25/2025,19,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,"C$ 1,124",4/25/2025,19,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,211",4/25/2025,19,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,9h 55m,1 stop,"C$ 1,188",4/25/2025,19,4/6/2025
"American Airlines, Aer Lingus • Operated by Emerald Airlines, Aer Lingus",YYZ,MAN,9h 55m,1 stop,"C$ 1,211",4/25/2025,19,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/25/2025,19,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/25/2025,19,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,367",4/25/2025,19,4/6/2025
Scandinavian Airlines,YYZ,MAN,11h 10m,1 stop,"C$ 1,134",4/25/2025,19,4/6/2025
"British Airways • Operated by Republic Airways AS American Eagle For American Airlines, Aer Lingus (U.K.) Limited For Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,243",4/25/2025,19,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,9h 55m,1 stop,"C$ 1,367",4/25/2025,19,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,11h 30m,1 stop,"C$ 1,184",4/25/2025,19,4/6/2025
Lufthansa,YYZ,MAN,11h 30m,1 stop,"C$ 1,186",4/25/2025,19,4/6/2025
KLM,YYZ,MAN,12h 35m,1 stop,"C$ 1,149",4/25/2025,19,4/6/2025
Virgin Atlantic • Operated by KLM,YYZ,MAN,12h 35m,1 stop,"C$ 1,149",4/25/2025,19,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/26/2025,20,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 977,4/26/2025,20,4/6/2025
"Air Canada, Aer Lingus • Operated by Aer Lingus (U.K.) Limited",YYZ,MAN,12h 30m,1 stop,C$ 933,4/26/2025,20,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,"C$ 1,026",4/26/2025,20,4/6/2025
Air Transat,YYZ,MAN,6h 55m,direct,"C$ 2,197",4/26/2025,20,4/6/2025
Scandinavian Airlines • Operated by Jettime A/S,YYZ,MAN,11h 00m,1 stop,"C$ 1,072",4/26/2025,20,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,211",4/26/2025,20,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/26/2025,20,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,"C$ 1,026",4/26/2025,20,4/6/2025
SWISS • Operated by Helvetic Airways,YYZ,MAN,10h 30m,1 stop,"C$ 1,152",4/26/2025,20,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/26/2025,20,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/26/2025,20,4/6/2025
Porter Airlines • Operated by Air Transat,YYZ,MAN,6h 55m,direct,"C$ 2,471",4/26/2025,20,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,148",4/26/2025,20,4/6/2025
British Airways,YYZ,MAN,10h 20m,1 stop,"C$ 1,115",4/26/2025,20,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,199",4/26/2025,20,4/6/2025
"Air Canada, SWISS • Operated by airBaltic",YYZ,MAN,11h 30m,1 stop,"C$ 1,150",4/27/2025,21,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 817,4/27/2025,21,4/6/2025
Multiple Airlines,YYZ,MAN,46h 40m,2 stops,C$ 531,4/27/2025,21,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 15m,1 stop,C$ 817,4/27/2025,21,4/6/2025
"WestJet, Ryanair",YYZ,MAN,11h 00m,1 stop,C$ 781,4/27/2025,21,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,"C$ 1,019",4/27/2025,21,4/6/2025
Scandinavian Airlines • Operated by Jettime A/S,YYZ,MAN,11h 20m,1 stop,C$ 936,4/27/2025,21,4/6/2025
"WestJet, Aer Lingus",YYZ,MAN,10h 40m,1 stop,C$ 822,4/27/2025,21,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,C$ 849,4/27/2025,21,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/27/2025,21,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/27/2025,21,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,131",4/27/2025,21,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/27/2025,21,4/6/2025
"Scandinavian Airlines, easyJet",YYZ,MAN,14h 20m,2 stops,C$ 756,4/27/2025,21,4/6/2025
Aer Lingus,YYZ,MAN,15h 25m,1 stop,C$ 836,4/27/2025,21,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 45m,1 stop,"C$ 1,149",4/27/2025,21,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 45m,1 stop,"C$ 1,149",4/27/2025,21,4/6/2025
"Air Canada, SWISS • Operated by airBaltic",YYZ,MAN,16h 35m,1 stop,"C$ 1,073",4/28/2025,22,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 577,4/28/2025,22,4/6/2025
"Air Transat, Ryanair",YYZ,MAN,13h 05m,1 stop,C$ 520,4/28/2025,22,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,C$ 586,4/28/2025,22,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 647,4/28/2025,22,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,C$ 577,4/28/2025,22,4/6/2025
"Air Transat, Jet2",YYZ,MAN,13h 45m,1 stop,C$ 599,4/28/2025,22,4/6/2025
"WestJet, Aer Lingus",YYZ,MAN,10h 40m,1 stop,C$ 728,4/28/2025,22,4/6/2025
"WestJet, Ryanair",YYZ,MAN,10h 50m,1 stop,C$ 737,4/28/2025,22,4/6/2025
Aer Lingus,YYZ,MAN,15h 25m,1 stop,C$ 577,4/28/2025,22,4/6/2025
British Airways,YYZ,MAN,10h 15m,1 stop,"C$ 1,039",4/28/2025,22,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,074",4/28/2025,22,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,074",4/28/2025,22,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,053",4/28/2025,22,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,10h 15m,1 stop,"C$ 1,044",4/28/2025,22,4/6/2025
Scandinavian Airlines • Operated by Jettime A/S,YYZ,MAN,11h 20m,1 stop,"C$ 1,008",4/28/2025,22,4/6/2025
"Air Canada, SWISS",YYZ,MAN,16h 35m,1 stop,"C$ 1,073",4/29/2025,23,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 633,4/29/2025,23,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 15m,1 stop,C$ 633,4/29/2025,23,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 675,4/29/2025,23,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,C$ 652,4/29/2025,23,4/6/2025
Aer Lingus,YYZ,MAN,15h 25m,1 stop,C$ 633,4/29/2025,23,4/6/2025
"Finnair, British Airways • Operated by British Airways",YYZ,MAN,9h 55m,1 stop,"C$ 1,043",4/29/2025,23,4/6/2025
British Airways,YYZ,MAN,9h 55m,1 stop,"C$ 1,044",4/29/2025,23,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,9h 55m,1 stop,"C$ 1,044",4/29/2025,23,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,054",4/29/2025,23,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,18h 25m,1 stop,C$ 664,4/29/2025,23,4/6/2025
Scandinavian Airlines • Operated by Jettime A/S,YYZ,MAN,11h 20m,1 stop,"C$ 1,066",4/29/2025,23,4/6/2025
British Airways,YYZ,MAN,10h 40m,1 stop,"C$ 1,044",4/29/2025,23,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,10h 40m,1 stop,"C$ 1,044",4/29/2025,23,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/29/2025,23,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,083",4/29/2025,23,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,184",4/30/2025,24,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 685,4/30/2025,24,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,054",4/30/2025,24,4/6/2025
"Air Canada, Aer Lingus • Operated by Aer Lingus (U.K.) Limited",YYZ,MAN,12h 30m,1 stop,C$ 884,4/30/2025,24,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,135",4/30/2025,24,4/6/2025
British Airways,YYZ,MAN,10h 45m,1 stop,"C$ 1,044",4/30/2025,24,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,14h 15m,2 stops,C$ 804,4/30/2025,24,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,155",4/30/2025,24,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 45m,1 stop,"C$ 1,074",4/30/2025,24,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 45m,1 stop,"C$ 1,074",4/30/2025,24,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,"C$ 1,111",4/30/2025,24,4/6/2025
Scandinavian Airlines • Operated by Jettime A/S,YYZ,MAN,11h 20m,1 stop,"C$ 1,066",4/30/2025,24,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,135",4/30/2025,24,4/6/2025
British Airways,YYZ,MAN,10h 10m,1 stop,"C$ 1,044",4/30/2025,24,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,083",4/30/2025,24,4/6/2025
"British Airways • Operated by Republic Airways AS American Eagle For American Airlines, Aer Lingus (U.K.) Limited For Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,166",4/30/2025,24,4/6/2025
"Air Canada, SWISS • Operated by SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,150",5/1/2025,25,4/6/2025
Air Transat,YYZ,MAN,6h 50m,direct,C$ 890,5/1/2025,25,4/6/2025
"Lufthansa • Operated by Lufthansa City Airlines, Air Canada",YYZ,MAN,15h 15m,2 stops,C$ 705,5/1/2025,25,4/6/2025
Porter Airlines • Operated by Air Transat,YYZ,MAN,6h 50m,direct,C$ 908,5/1/2025,25,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 794,5/1/2025,25,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,020",5/1/2025,25,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",5/1/2025,25,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,"C$ 1,069",5/1/2025,25,4/6/2025
Scandinavian Airlines • Operated by Jettime A/S,YYZ,MAN,11h 20m,1 stop,C$ 923,5/1/2025,25,4/6/2025
"Air Canada, SWISS • Operated by SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,148",5/1/2025,25,4/6/2025
SWISS,YYZ,MAN,10h 30m,1 stop,"C$ 1,151",5/1/2025,25,4/6/2025
British Airways,YYZ,MAN,10h 40m,1 stop,"C$ 1,115",5/1/2025,25,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,188",5/1/2025,25,4/6/2025
"British Airways • Operated by Republic Airways AS American Eagle For American Airlines, Aer Lingus (U.K.) Limited For Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,243",5/1/2025,25,4/6/2025
Air Canada • Operated by Brussels Airlines,YYZ,MAN,10h 50m,1 stop,"C$ 1,161",5/1/2025,25,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,155",5/1/2025,25,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,160",5/1/2025,25,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways",YYZ,MAN,16h 40m,1 stop,"C$ 1,150",5/2/2025,26,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 704,5/2/2025,26,4/6/2025
"Air Canada, Icelandair",YYZ,MAN,24h 25m,2 stops,C$ 450,5/2/2025,26,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 812,5/2/2025,26,4/6/2025
"Air Canada, Icelandair",YYZ,MAN,14h 40m,2 stops,C$ 469,5/2/2025,26,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,9h 55m,1 stop,C$ 812,5/2/2025,26,4/6/2025
"WestJet, Aer Lingus",YYZ,MAN,10h 40m,1 stop,C$ 768,5/2/2025,26,4/6/2025
"Air Canada, Icelandair",YYZ,MAN,15h 40m,2 stops,C$ 488,5/2/2025,26,4/6/2025
"Air Canada, Icelandair • Operated by Air Canada Express - Jazz",YYZ,MAN,16h 45m,2 stops,C$ 469,5/2/2025,26,4/6/2025
Scandinavian Airlines,YYZ,MAN,11h 10m,1 stop,"C$ 1,072",5/2/2025,26,4/6/2025
"WestJet, Ryanair",YYZ,MAN,12h 25m,1 stop,C$ 774,5/2/2025,26,4/6/2025
"WestJet, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,13h 40m,1 stop,C$ 755,5/2/2025,26,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,149",5/2/2025,26,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,149",5/2/2025,26,4/6/2025
"Air Canada, Icelandair • Operated by Jazz",YYZ,MAN,16h 20m,2 stops,C$ 524,5/2/2025,26,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,130",5/2/2025,26,4/6/2025
"Air Canada, Aer Lingus • Operated by Jazz, Aer Lingus (U.K.) Limited",YYZ,MAN,12h 25m,1 stop,C$ 899,5/2/2025,26,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,131",5/3/2025,27,4/6/2025
Air Transat,YYZ,MAN,6h 50m,direct,C$ 820,5/3/2025,27,4/6/2025
"Air Transat, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,15h 30m,1 stop,C$ 433,5/3/2025,27,4/6/2025
"Air Transat, Aer Lingus",YYZ,MAN,8h 55m,1 stop,C$ 462,5/3/2025,27,4/6/2025
"Porter Airlines, Aer Lingus • Operated by Air Transat",YYZ,MAN,8h 55m,1 stop,C$ 483,5/3/2025,27,4/6/2025
Porter Airlines • Operated by Air Transat,YYZ,MAN,6h 50m,direct,C$ 907,5/3/2025,27,4/6/2025
"Air Transat, Ryanair",YYZ,MAN,10h 10m,1 stop,C$ 455,5/3/2025,27,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 577,5/3/2025,27,4/6/2025
"Porter Airlines, Ryanair • Operated by Air Transat",YYZ,MAN,10h 10m,1 stop,C$ 475,5/3/2025,27,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,C$ 577,5/3/2025,27,4/6/2025
"Air Transat, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,11h 55m,1 stop,C$ 456,5/3/2025,27,4/6/2025
"Air Transat, Ryanair",YYZ,MAN,12h 20m,1 stop,C$ 455,5/3/2025,27,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 704,5/3/2025,27,4/6/2025
"WestJet, Ryanair",YYZ,MAN,9h 15m,1 stop,C$ 652,5/3/2025,27,4/6/2025
"Porter Airlines, Aer Lingus • Operated by Emerald Airlines, Air Transat",YYZ,MAN,11h 55m,1 stop,C$ 477,5/3/2025,27,4/6/2025
"Porter Airlines, Ryanair • Operated by Air Transat",YYZ,MAN,12h 20m,1 stop,C$ 475,5/3/2025,27,4/6/2025
Air Canada • Operated by Brussels Airlines,YYZ,MAN,10h 50m,1 stop,C$ 654,5/4/2025,28,4/6/2025
Air Transat,YYZ,MAN,6h 50m,direct,C$ 822,5/4/2025,28,4/6/2025
Multiple Airlines • Operated by Malta Air,YYZ,MAN,54h 30m,3 stops,C$ 493,5/4/2025,28,4/6/2025
Porter Airlines • Operated by Air Transat,YYZ,MAN,6h 50m,direct,C$ 908,5/4/2025,28,4/6/2025
